Number Of Animals (sum),Gear Code,Stat Area,Species Code,Batch Year,Date of Landing (MM/DD)
1936,03,24460,430 Coho Salmon,2014,09/01
903,03,24460,430 Coho Salmon,2014,09/04
140,03,24460,430 Coho Salmon,2014,09/08
51,03,24460,430 Coho Salmon,2015,06/22
71,03,24460,430 Coho Salmon,2015,06/25
339,03,24460,430 Coho Salmon,2015,06/29
12,03,24460,430 Coho Salmon,2015,06/30
642,03,24460,430 Coho Salmon,2015,07/02
1,03,24460,430 Coho Salmon,2015,07/03
1762,03,24460,430 Coho Salmon,2015,07/06
15,03,24460,430 Coho Salmon,2015,07/07
3116,03,24460,430 Coho Salmon,2015,07/09
101,03,24460,430 Coho Salmon,2015,07/10
11730,03,24460,430 Coho Salmon,2015,07/13
2496,03,24460,430 Coho Salmon,2015,07/14
13197,03,24460,430 Coho Salmon,2015,07/20
521,03,24460,430 Coho Salmon,2015,07/21
5466,03,24460,430 Coho Salmon,2015,07/27
231,03,24460,430 Coho Salmon,2015,07/28
17314,03,24460,430 Coho Salmon,2015,08/01
264,03,24460,430 Coho Salmon,2015,08/02
13920,03,24460,430 Coho Salmon,2015,08/03
1225,03,24460,430 Coho Salmon,2015,08/04
6909,03,24460,430 Coho Salmon,2015,08/06
385,03,24460,430 Coho Salmon,2015,08/07
3920,03,24460,430 Coho Salmon,2015,08/08
844,03,24460,430 Coho Salmon,2015,08/09
2466,03,24460,430 Coho Salmon,2015,08/10
460,03,24460,430 Coho Salmon,2015,08/11
2460,03,24460,430 Coho Salmon,2015,08/13
553,03,24460,430 Coho Salmon,2015,08/14
1960,03,24460,430 Coho Salmon,2015,08/17
614,03,24460,430 Coho Salmon,2015,08/18
43,03,24460,430 Coho Salmon,2015,08/19
1523,03,24460,430 Coho Salmon,2015,08/20
712,03,24460,430 Coho Salmon,2015,08/21
81,03,24460,430 Coho Salmon,2015,08/22
787,03,24460,430 Coho Salmon,2015,08/24
153,03,24460,430 Coho Salmon,2015,08/25
459,03,24460,430 Coho Salmon,2015,08/26
24,03,24460,430 Coho Salmon,2015,08/31
24,03,24460,430 Coho Salmon,2015,09/03
1027,03,24460,430 Coho Salmon,2015,09/05
306,03,24460,430 Coho Salmon,2015,09/08
424,03,24460,430 Coho Salmon,2015,09/09
302,03,24460,430 Coho Salmon,2015,09/18
6,03,24460,430 Coho Salmon,2016,06/20
14,03,24460,430 Coho Salmon,2016,06/23
49,03,24460,430 Coho Salmon,2016,06/27
1,03,24460,430 Coho Salmon,2016,06/28
211,03,24460,430 Coho Salmon,2016,06/30
15,03,24460,430 Coho Salmon,2016,07/01
792,03,24460,430 Coho Salmon,2016,07/04
111,03,24460,430 Coho Salmon,2016,07/05
1579,03,24460,430 Coho Salmon,2016,07/07
210,03,24460,430 Coho Salmon,2016,07/08
3521,03,24460,430 Coho Salmon,2016,07/11
1430,03,24460,430 Coho Salmon,2016,07/12
4668,03,24460,430 Coho Salmon,2016,07/14
4379,03,24460,430 Coho Salmon,2016,07/15
1576,03,24460,430 Coho Salmon,2016,07/16
9318,03,24460,430 Coho Salmon,2016,07/18
1433,03,24460,430 Coho Salmon,2016,07/19
10970,03,24460,430 Coho Salmon,2016,07/25
240,03,24460,430 Coho Salmon,2016,07/26
4679,03,24460,430 Coho Salmon,2016,08/01
262,03,24460,430 Coho Salmon,2016,08/02
8559,03,24460,430 Coho Salmon,2016,08/04
268,03,24460,430 Coho Salmon,2016,08/05
463,03,24460,430 Coho Salmon,2016,08/06
6204,03,24460,430 Coho Salmon,2016,08/08
186,03,24460,430 Coho Salmon,2016,08/09
245,03,24460,430 Coho Salmon,2016,08/10
1022,03,24460,430 Coho Salmon,2016,08/11
405,03,24460,430 Coho Salmon,2016,08/12
839,03,24460,430 Coho Salmon,2016,08/15
696,03,24460,430 Coho Salmon,2016,08/16
352,03,24460,430 Coho Salmon,2016,08/18
143,03,24460,430 Coho Salmon,2016,08/19
359,03,24460,430 Coho Salmon,2016,08/20
66,03,24460,430 Coho Salmon,2016,08/22
760,03,24460,430 Coho Salmon,2016,08/25
119,03,24460,430 Coho Salmon,2016,08/27
364,03,24460,430 Coho Salmon,2016,08/29
112,03,24460,430 Coho Salmon,2016,08/31
419,03,24460,430 Coho Salmon,2016,09/01
83,03,24460,430 Coho Salmon,2016,09/03
417,03,24460,430 Coho Salmon,2016,09/05
50,03,24460,430 Coho Salmon,2016,09/07
249,03,24460,430 Coho Salmon,2016,09/08
1,03,24460,430 Coho Salmon,2017,06/19
5,03,24460,430 Coho Salmon,2017,06/22
9,03,24460,430 Coho Salmon,2017,06/26
10,03,24460,430 Coho Salmon,2017,06/29
54,03,24460,430 Coho Salmon,2017,07/03
21,03,24460,430 Coho Salmon,2017,07/04
248,03,24460,430 Coho Salmon,2017,07/06
66,03,24460,430 Coho Salmon,2017,07/07
818,03,24460,430 Coho Salmon,2017,07/10
380,03,24460,430 Coho Salmon,2017,07/11
1527,03,24460,430 Coho Salmon,2017,07/13
837,03,24460,430 Coho Salmon,2017,07/14
31286,03,24460,430 Coho Salmon,2017,07/31
8335,03,24460,430 Coho Salmon,2017,08/01
35044,03,24460,430 Coho Salmon,2017,08/03
10764,03,24460,430 Coho Salmon,2017,08/04
15496,03,24460,430 Coho Salmon,2017,08/07
2705,03,24460,430 Coho Salmon,2017,08/08
11383,03,24460,430 Coho Salmon,2017,08/10
1833,03,24460,430 Coho Salmon,2017,08/11
6912,03,24460,430 Coho Salmon,2017,08/14
2788,03,24460,430 Coho Salmon,2017,08/15
2126,03,24460,430 Coho Salmon,2017,08/17
2362,03,24460,430 Coho Salmon,2017,08/18
1223,03,24460,430 Coho Salmon,2017,08/19
1468,03,24460,430 Coho Salmon,2017,08/21
1173,03,24460,430 Coho Salmon,2017,08/22
262,03,24460,430 Coho Salmon,2017,08/23
2290,03,24460,430 Coho Salmon,2017,08/24
1872,03,24460,430 Coho Salmon,2017,08/25
1747,03,24460,430 Coho Salmon,2017,08/26
93,03,24460,430 Coho Salmon,2017,08/28
52,03,24460,430 Coho Salmon,2017,08/29
339,03,24460,430 Coho Salmon,2017,08/30
89,03,24460,430 Coho Salmon,2017,08/31
373,03,24460,430 Coho Salmon,2017,09/01
1782,03,24460,430 Coho Salmon,2017,09/02
209,03,24460,430 Coho Salmon,2017,09/05
181,03,24460,430 Coho Salmon,2017,09/06
148,03,24460,430 Coho Salmon,2017,09/08
658,03,24460,430 Coho Salmon,2017,09/09
190,03,24460,430 Coho Salmon,2017,09/13
265,03,24460,430 Coho Salmon,2017,09/14
126,03,24460,430 Coho Salmon,2017,09/20
11,03,24460,430 Coho Salmon,2018,06/25
1,03,24460,430 Coho Salmon,2018,06/26
128,03,24460,430 Coho Salmon,2018,06/28
4,03,24460,430 Coho Salmon,2018,06/29
458,03,24460,430 Coho Salmon,2018,07/02
34,03,24460,430 Coho Salmon,2018,07/03
2385,03,24460,430 Coho Salmon,2018,07/05
755,03,24460,430 Coho Salmon,2018,07/06
8851,03,24460,430 Coho Salmon,2018,07/09
5325,03,24460,430 Coho Salmon,2018,07/10
15567,03,24460,430 Coho Salmon,2018,07/12
12824,03,24460,430 Coho Salmon,2018,07/13
25815,03,24460,430 Coho Salmon,2018,07/23
7325,03,24460,430 Coho Salmon,2018,07/24
3492,03,24460,430 Coho Salmon,2018,08/07
1805,03,24460,430 Coho Salmon,2018,08/08
2065,03,24460,430 Coho Salmon,2018,08/09
1050,03,24460,430 Coho Salmon,2018,08/10
89,03,24460,430 Coho Salmon,2018,08/13
1110,03,24460,430 Coho Salmon,2018,08/16
2307,03,24460,430 Coho Salmon,2018,08/17
1826,03,24460,430 Coho Salmon,2018,08/20
1897,03,24460,430 Coho Salmon,2018,08/21
568,03,24460,430 Coho Salmon,2018,08/23
554,03,24460,430 Coho Salmon,2018,08/24
29,03,24460,430 Coho Salmon,2018,08/27
435,03,24460,430 Coho Salmon,2018,08/28
724,03,24460,430 Coho Salmon,2018,08/30
273,03,24460,430 Coho Salmon,2018,09/01
703,03,24460,430 Coho Salmon,2018,09/03
126,03,24460,430 Coho Salmon,2018,09/05
44,03,24460,430 Coho Salmon,2018,09/06
20,03,24460,430 Coho Salmon,2018,09/08
43,03,24460,430 Coho Salmon,2018,09/10
22,03,24460,430 Coho Salmon,2018,09/12
1,03,24460,430 Coho Salmon,2019,06/20
1,03,24460,430 Coho Salmon,2019,06/24
7,03,24460,430 Coho Salmon,2019,06/27
148,03,24460,430 Coho Salmon,2019,07/01
3,03,24460,430 Coho Salmon,2019,07/02
270,03,24460,430 Coho Salmon,2019,07/04
6,03,24460,430 Coho Salmon,2019,07/05
1173,03,24460,430 Coho Salmon,2019,07/08
238,03,24460,430 Coho Salmon,2019,07/09
3061,03,24460,430 Coho Salmon,2019,07/11
600,03,24460,430 Coho Salmon,2019,07/12
6111,03,24460,430 Coho Salmon,2019,07/15
1461,03,24460,430 Coho Salmon,2019,07/16
3,03,24460,430 Coho Salmon,2019,07/17
11097,03,24460,430 Coho Salmon,2019,07/18
2465,03,24460,430 Coho Salmon,2019,07/19
20,03,24460,430 Coho Salmon,2019,07/20
7921,03,24460,430 Coho Salmon,2019,07/22
1218,03,24460,430 Coho Salmon,2019,07/23
5686,03,24460,430 Coho Salmon,2019,07/29
3030,03,24460,430 Coho Salmon,2019,07/30
8331,03,24460,430 Coho Salmon,2019,08/01
225,03,24460,430 Coho Salmon,2019,08/02
4365,03,24460,430 Coho Salmon,2019,08/08
318,03,24460,430 Coho Salmon,2019,08/09
2443,03,24460,430 Coho Salmon,2019,08/12
1457,03,24460,430 Coho Salmon,2019,08/13
1767,03,24460,430 Coho Salmon,2019,08/15
152,03,24460,430 Coho Salmon,2019,08/16
608,03,24460,430 Coho Salmon,2019,08/17
278,03,24460,430 Coho Salmon,2019,08/19
1446,03,24460,430 Coho Salmon,2019,08/20
294,03,24460,430 Coho Salmon,2019,08/21
170,03,24460,430 Coho Salmon,2019,08/22
1813,03,24460,430 Coho Salmon,2019,08/23
174,03,24460,430 Coho Salmon,2019,08/24
686,03,24460,430 Coho Salmon,2019,08/27
461,03,24460,430 Coho Salmon,2019,08/28
74,03,24460,430 Coho Salmon,2019,08/29
281,03,24460,430 Coho Salmon,2019,08/31
226,03,24460,430 Coho Salmon,2019,09/06
585,03,24460,430 Coho Salmon,2019,09/07
139,03,24460,430 Coho Salmon,2019,09/09
83,03,24460,430 Coho Salmon,2019,09/10
79,03,24460,430 Coho Salmon,2019,09/11
8,03,24460,430 Coho Salmon,2020,06/29
15,03,24460,430 Coho Salmon,2020,07/02
4,03,24460,430 Coho Salmon,2020,07/03
2,03,24460,430 Coho Salmon,2020,07/04
123,03,24460,430 Coho Salmon,2020,07/06
16,03,24460,430 Coho Salmon,2020,07/07
385,03,24460,430 Coho Salmon,2020,07/09
76,03,24460,430 Coho Salmon,2020,07/10
2,03,24460,430 Coho Salmon,2020,07/11
1002,03,24460,430 Coho Salmon,2020,07/13
322,03,24460,430 Coho Salmon,2020,07/14
1635,03,24460,430 Coho Salmon,2020,08/17
1500,03,24460,430 Coho Salmon,2020,08/18
886,03,24460,430 Coho Salmon,2020,08/19
2774,03,24460,430 Coho Salmon,2020,08/20
78,03,24460,430 Coho Salmon,2020,08/21
1793,03,24460,430 Coho Salmon,2020,08/22
482,03,24460,430 Coho Salmon,2020,08/24
295,03,24460,430 Coho Salmon,2020,08/25
3190,03,24460,430 Coho Salmon,2020,08/26
1478,03,24460,430 Coho Salmon,2020,08/27
187,03,24460,430 Coho Salmon,2020,08/28
547,03,24460,430 Coho Salmon,2020,08/29
90,03,24460,430 Coho Salmon,2020,09/03
190,03,24460,430 Coho Salmon,2020,09/04
766,03,24460,430 Coho Salmon,2020,09/05
195,03,24460,430 Coho Salmon,2020,09/12
1,03,24460,430 Coho Salmon,2021,06/24
9,03,24460,430 Coho Salmon,2021,06/28
24,03,24460,430 Coho Salmon,2021,07/01
2,03,24460,430 Coho Salmon,2021,07/02
99,03,24460,430 Coho Salmon,2021,07/05
16,03,24460,430 Coho Salmon,2021,07/06
562,03,24460,430 Coho Salmon,2021,07/08
34,03,24460,430 Coho Salmon,2021,07/09
791,03,24460,430 Coho Salmon,2021,07/12
201,03,24460,430 Coho Salmon,2021,07/13
2040,03,24460,430 Coho Salmon,2021,07/15
901,03,24460,430 Coho Salmon,2021,07/16
4975,03,24460,430 Coho Salmon,2021,07/19
2263,03,24460,430 Coho Salmon,2021,07/20
14187,03,24460,430 Coho Salmon,2021,07/26
3301,03,24460,430 Coho Salmon,2021,07/27
5630,03,24460,430 Coho Salmon,2021,08/02
874,03,24460,430 Coho Salmon,2021,08/03
3256,03,24460,430 Coho Salmon,2021,08/05
68,03,24460,430 Coho Salmon,2021,08/06
3199,03,24460,430 Coho Salmon,2021,08/09
26,03,24460,430 Coho Salmon,2021,08/10
23,03,24460,430 Coho Salmon,2021,08/11
968,03,24460,430 Coho Salmon,2021,08/12
450,03,24460,430 Coho Salmon,2021,08/13
890,03,24460,430 Coho Salmon,2021,08/16
401,03,24460,430 Coho Salmon,2021,08/17
60,03,24460,430 Coho Salmon,2021,08/19
851,03,24460,430 Coho Salmon,2021,08/21
660,03,24460,430 Coho Salmon,2021,08/23
130,03,24460,430 Coho Salmon,2021,08/24
195,03,24460,430 Coho Salmon,2021,08/25
20,03,24460,430 Coho Salmon,2021,08/30
75,03,24460,430 Coho Salmon,2021,08/31
879,03,24460,430 Coho Salmon,2021,09/01
192,03,24460,430 Coho Salmon,2021,09/06
157,03,24460,430 Coho Salmon,2021,09/08
22,03,24460,430 Coho Salmon,2022,06/30
21,03,24460,430 Coho Salmon,2022,07/04
5,03,24460,430 Coho Salmon,2022,07/05
88,03,24460,430 Coho Salmon,2022,07/06
73,03,24460,430 Coho Salmon,2022,07/07
12,03,24460,430 Coho Salmon,2022,07/08
285,03,24460,430 Coho Salmon,2022,07/11
80,03,24460,430 Coho Salmon,2022,07/12
742,03,24460,430 Coho Salmon,2022,07/14
947,03,24460,430 Coho Salmon,2022,07/15
176,03,24460,430 Coho Salmon,2022,07/16
1958,03,24460,430 Coho Salmon,2022,07/18
909,03,24460,430 Coho Salmon,2022,07/19
3038,03,24460,430 Coho Salmon,2022,07/25
44,03,24460,430 Coho Salmon,2022,07/26
79,03,24460,430 Coho Salmon,2022,07/29
14184,03,24460,430 Coho Salmon,2022,08/01
675,03,24460,430 Coho Salmon,2022,08/02
5764,03,24460,430 Coho Salmon,2022,08/04
585,03,24460,430 Coho Salmon,2022,08/05
101,03,24460,430 Coho Salmon,2022,08/08
42,03,24460,430 Coho Salmon,2022,08/10
91,03,24460,430 Coho Salmon,2022,08/11
266,03,24460,430 Coho Salmon,2022,08/13
222,03,24460,430 Coho Salmon,2022,08/15
128,03,24460,430 Coho Salmon,2022,08/16
88,03,24460,430 Coho Salmon,2022,08/17
36,03,24460,430 Coho Salmon,2022,08/18
206,03,24460,430 Coho Salmon,2022,08/23
50,03,24460,430 Coho Salmon,2022,08/24
83,03,24460,430 Coho Salmon,2022,08/25
226,03,24460,430 Coho Salmon,2022,08/27
77,03,24460,430 Coho Salmon,2022,08/29
13,03,24460,430 Coho Salmon,2022,09/01
32,03,24460,430 Coho Salmon,2022,09/03
1,03,24460,430 Coho Salmon,2023,06/22
5,03,24460,430 Coho Salmon,2023,06/26
10,03,24460,430 Coho Salmon,2023,06/29
7,03,24460,430 Coho Salmon,2023,06/30
13,03,24460,430 Coho Salmon,2023,07/01
2,03,24460,430 Coho Salmon,2023,07/02
27,03,24460,430 Coho Salmon,2023,07/03
50,03,24460,430 Coho Salmon,2023,07/04
168,03,24460,430 Coho Salmon,2023,07/05
351,03,24460,430 Coho Salmon,2023,07/06
82,03,24460,430 Coho Salmon,2023,07/07
865,03,24460,430 Coho Salmon,2023,07/08
270,03,24460,430 Coho Salmon,2023,07/09
764,03,24460,430 Coho Salmon,2023,07/10
619,03,24460,430 Coho Salmon,2023,07/11
1230,03,24460,430 Coho Salmon,2023,07/13
1041,03,24460,430 Coho Salmon,2023,07/14
2076,03,24460,430 Coho Salmon,2023,07/17
1881,03,24460,430 Coho Salmon,2023,07/18
3788,03,24460,430 Coho Salmon,2023,07/24
3094,03,24460,430 Coho Salmon,2023,07/25
6671,03,24460,430 Coho Salmon,2023,07/31
1705,03,24460,430 Coho Salmon,2023,08/01
4219,03,24460,430 Coho Salmon,2023,08/03
262,03,24460,430 Coho Salmon,2023,08/04
3323,03,24460,430 Coho Salmon,2023,08/07
132,03,24460,430 Coho Salmon,2023,08/08
1028,03,24460,430 Coho Salmon,2023,08/10
178,03,24460,430 Coho Salmon,2023,08/11
27,03,24460,430 Coho Salmon,2023,08/12
146,03,24460,430 Coho Salmon,2023,08/14
54,03,24460,430 Coho Salmon,2023,08/16
270,03,24460,430 Coho Salmon,2023,08/17
271,03,24460,430 Coho Salmon,2023,08/18
85,03,24460,430 Coho Salmon,2023,08/21
183,03,24460,430 Coho Salmon,2023,08/23
141,03,24460,430 Coho Salmon,2023,08/25
119,03,24460,430 Coho Salmon,2023,08/26
24,03,24460,430 Coho Salmon,2023,08/30
5,03,24461,430 Coho Salmon,2005,07/09
69,03,24461,430 Coho Salmon,2005,07/15
61,03,24461,430 Coho Salmon,2006,06/30
1,03,24461,430 Coho Salmon,2006,07/01
92,03,24461,430 Coho Salmon,2006,07/07
30,03,24461,430 Coho Salmon,2006,07/08
16,03,24461,430 Coho Salmon,2006,07/12
2,03,24461,430 Coho Salmon,2007,06/29
2,03,24461,430 Coho Salmon,2007,06/30
1,03,24461,430 Coho Salmon,2007,07/04
38,03,24461,430 Coho Salmon,2007,07/11
144,03,24461,430 Coho Salmon,2007,07/14
8,03,24461,430 Coho Salmon,2008,06/28
3,03,24461,430 Coho Salmon,2008,07/01
4,03,24461,430 Coho Salmon,2008,07/02
2,03,24461,430 Coho Salmon,2008,07/05
107,03,24461,430 Coho Salmon,2008,07/08
378,03,24461,430 Coho Salmon,2008,07/09
2686,03,24461,430 Coho Salmon,2008,07/12
12,03,24461,430 Coho Salmon,2009,07/07
1,03,24461,430 Coho Salmon,2010,06/30
3,03,24461,430 Coho Salmon,2010,07/03
9,03,24461,430 Coho Salmon,2010,07/06
3,03,24461,430 Coho Salmon,2010,07/07
2,03,24461,430 Coho Salmon,2011,07/02
1,03,24461,430 Coho Salmon,2011,07/06
5,03,24461,430 Coho Salmon,2011,07/09
27,03,24461,430 Coho Salmon,2013,07/06
11,03,24461,430 Coho Salmon,2014,07/05
2,03,24461,430 Coho Salmon,2014,07/06
11,03,24461,430 Coho Salmon,2015,06/30
2,03,24461,430 Coho Salmon,2015,07/04
1,03,24461,430 Coho Salmon,2016,06/29
2,03,24461,430 Coho Salmon,2016,07/02
1,03,24461,430 Coho Salmon,2016,07/03
1,03,24461,430 Coho Salmon,2017,07/05
10,03,24461,430 Coho Salmon,2017,07/08
2,03,24461,430 Coho Salmon,2017,07/09
3,03,24461,430 Coho Salmon,2018,07/07
12,03,24461,430 Coho Salmon,2019,07/13
1,03,24461,430 Coho Salmon,2020,07/08
5,03,24461,430 Coho Salmon,2024,07/17
1,03,24470,430 Coho Salmon,2024,06/20
1,03,24470,430 Coho Salmon,2024,07/07
8,03,24470,430 Coho Salmon,2024,07/11
4,03,24470,430 Coho Salmon,2024,07/12
3,03,24470,430 Coho Salmon,2024,07/15
3,03,24470,430 Coho Salmon,2024,07/16
88,03,24470,430 Coho Salmon,2024,07/22
30,03,24470,430 Coho Salmon,2024,07/23
147,03,24470,430 Coho Salmon,2024,07/29
118,03,24470,430 Coho Salmon,2024,08/01
8,03,24470,430 Coho Salmon,2024,08/05
667,03,24510,430 Coho Salmon,2006,08/31
452,03,24510,430 Coho Salmon,2006,09/04
390,03,24510,430 Coho Salmon,2006,09/07
280,03,24510,430 Coho Salmon,2007,09/03
134,03,24510,430 Coho Salmon,2007,09/06
1112,03,24510,430 Coho Salmon,2008,08/25
762,03,24510,430 Coho Salmon,2008,08/27
728,03,24510,430 Coho Salmon,2008,08/29
255,03,24510,430 Coho Salmon,2008,09/05
1110,03,24510,430 Coho Salmon,2009,08/26
198,03,24510,430 Coho Salmon,2009,08/28
1125,03,24510,430 Coho Salmon,2009,09/02
652,03,24510,430 Coho Salmon,2009,09/04
248,03,24510,430 Coho Salmon,2010,08/27
330,03,24510,430 Coho Salmon,2010,09/01
34,03,24510,430 Coho Salmon,2010,09/02
256,03,24510,430 Coho Salmon,2010,09/03
479,03,24510,430 Coho Salmon,2011,09/01
436,03,24510,430 Coho Salmon,2012,08/29
253,03,24510,430 Coho Salmon,2012,08/31
103,03,24510,430 Coho Salmon,2012,09/10
409,03,24510,430 Coho Salmon,2013,08/19
234,03,24510,430 Coho Salmon,2013,08/21
449,03,24510,430 Coho Salmon,2013,08/23
599,03,24510,430 Coho Salmon,2013,08/26
1079,03,24510,430 Coho Salmon,2013,08/30
73,03,24510,430 Coho Salmon,2013,09/02
52,03,24510,430 Coho Salmon,2013,09/11
519,03,24510,430 Coho Salmon,2014,08/29
1361,03,24510,430 Coho Salmon,2014,09/02
375,03,24510,430 Coho Salmon,2014,09/05
37,03,24510,430 Coho Salmon,2014,09/09
359,03,24510,430 Coho Salmon,2015,08/18
67,03,24510,430 Coho Salmon,2015,08/19
397,03,24510,430 Coho Salmon,2015,08/21
52,03,24510,430 Coho Salmon,2015,08/22
120,03,24510,430 Coho Salmon,2015,08/25
238,03,24510,430 Coho Salmon,2015,08/26
332,03,24510,430 Coho Salmon,2015,08/28
80,03,24510,430 Coho Salmon,2015,09/01
300,03,24510,430 Coho Salmon,2015,09/02
27,03,24510,430 Coho Salmon,2015,09/04
901,03,24510,430 Coho Salmon,2015,09/05
374,03,24510,430 Coho Salmon,2015,09/09
113,03,24510,430 Coho Salmon,2015,09/12
107,03,24510,430 Coho Salmon,2015,09/16
1652,03,24510,430 Coho Salmon,2016,08/26
248,03,24510,430 Coho Salmon,2016,08/27
911,03,24510,430 Coho Salmon,2016,08/30
196,03,24510,430 Coho Salmon,2016,08/31
591,03,24510,430 Coho Salmon,2016,09/02
70,03,24510,430 Coho Salmon,2016,09/03
172,03,24510,430 Coho Salmon,2016,09/06
53,03,24510,430 Coho Salmon,2016,09/07
217,03,24510,430 Coho Salmon,2016,09/09
109,03,24510,430 Coho Salmon,2016,09/16
1267,03,24510,430 Coho Salmon,2017,08/18
1796,03,24510,430 Coho Salmon,2017,08/19
2910,03,24510,430 Coho Salmon,2017,08/22
1805,03,24510,430 Coho Salmon,2017,08/23
170,03,24510,430 Coho Salmon,2017,08/24
1051,03,24510,430 Coho Salmon,2017,08/25
769,03,24510,430 Coho Salmon,2017,08/26
50,03,24510,430 Coho Salmon,2017,08/29
1509,03,24510,430 Coho Salmon,2017,08/30
910,03,24510,430 Coho Salmon,2017,09/01
5822,03,24510,430 Coho Salmon,2017,09/02
577,03,24510,430 Coho Salmon,2017,09/05
1583,03,24510,430 Coho Salmon,2017,09/06
291,03,24510,430 Coho Salmon,2017,09/07
1664,03,24510,430 Coho Salmon,2017,09/08
1277,03,24510,430 Coho Salmon,2017,09/09
56,03,24510,430 Coho Salmon,2017,09/10
119,03,24510,430 Coho Salmon,2017,09/13
502,03,24510,430 Coho Salmon,2017,09/15
49,03,24510,430 Coho Salmon,2017,09/19
432,03,24510,430 Coho Salmon,2018,08/31
357,03,24510,430 Coho Salmon,2018,09/01
753,03,24510,430 Coho Salmon,2018,09/04
229,03,24510,430 Coho Salmon,2018,09/05
187,03,24510,430 Coho Salmon,2018,09/07
305,03,24510,430 Coho Salmon,2018,09/08
7,03,24510,430 Coho Salmon,2018,09/11
7,03,24510,430 Coho Salmon,2018,09/12
1243,03,24510,430 Coho Salmon,2019,08/16
1451,03,24510,430 Coho Salmon,2019,08/17
241,03,24510,430 Coho Salmon,2019,08/20
327,03,24510,430 Coho Salmon,2019,08/21
264,03,24510,430 Coho Salmon,2019,08/23
547,03,24510,430 Coho Salmon,2019,08/24
163,03,24510,430 Coho Salmon,2019,08/28
14,03,24510,430 Coho Salmon,2019,08/30
143,03,24510,430 Coho Salmon,2019,08/31
160,03,24510,430 Coho Salmon,2019,09/06
94,03,24510,430 Coho Salmon,2019,09/07
42,03,24510,430 Coho Salmon,2019,09/10
56,03,24510,430 Coho Salmon,2019,09/11
1063,03,24510,430 Coho Salmon,2020,08/18
1274,03,24510,430 Coho Salmon,2020,08/19
84,03,24510,430 Coho Salmon,2020,08/21
1969,03,24510,430 Coho Salmon,2020,08/22
104,03,24510,430 Coho Salmon,2020,08/25
1476,03,24510,430 Coho Salmon,2020,08/26
313,03,24510,430 Coho Salmon,2020,08/27
747,03,24510,430 Coho Salmon,2020,08/28
380,03,24510,430 Coho Salmon,2020,08/29
761,03,24510,430 Coho Salmon,2020,09/04
517,03,24510,430 Coho Salmon,2020,09/05
42,03,24510,430 Coho Salmon,2020,09/09
21,03,24510,430 Coho Salmon,2020,09/11
70,03,24510,430 Coho Salmon,2020,09/12
1774,03,24510,430 Coho Salmon,2021,08/21
1189,03,24510,430 Coho Salmon,2021,08/24
612,03,24510,430 Coho Salmon,2021,08/25
9,03,24510,430 Coho Salmon,2021,08/27
146,03,24510,430 Coho Salmon,2021,08/28
990,03,24510,430 Coho Salmon,2021,09/01
548,03,24510,430 Coho Salmon,2021,09/04
145,03,24510,430 Coho Salmon,2021,09/07
26,03,24510,430 Coho Salmon,2021,09/08
566,03,24510,430 Coho Salmon,2022,08/10
486,03,24510,430 Coho Salmon,2022,08/12
534,03,24510,430 Coho Salmon,2022,08/13
105,03,24510,430 Coho Salmon,2022,08/16
181,03,24510,430 Coho Salmon,2022,08/17
64,03,24510,430 Coho Salmon,2022,08/19
115,03,24510,430 Coho Salmon,2022,08/20
1029,03,24510,430 Coho Salmon,2022,08/23
134,03,24510,430 Coho Salmon,2022,08/24
384,03,24510,430 Coho Salmon,2022,08/26
383,03,24510,430 Coho Salmon,2022,08/27
174,03,24510,430 Coho Salmon,2022,08/30
81,03,24510,430 Coho Salmon,2022,08/31
239,03,24510,430 Coho Salmon,2022,09/03
179,03,24510,430 Coho Salmon,2023,08/12
699,03,24510,430 Coho Salmon,2023,08/16
571,03,24510,430 Coho Salmon,2023,08/18
103,03,24510,430 Coho Salmon,2023,08/19
747,03,24510,430 Coho Salmon,2023,08/23
273,03,24510,430 Coho Salmon,2023,08/25
605,03,24510,430 Coho Salmon,2023,08/26
391,03,24510,430 Coho Salmon,2023,08/30
60,03,24510,430 Coho Salmon,2023,09/06
97,03,24510,430 Coho Salmon,2023,09/09
14,03,24570,430 Coho Salmon,2024,07/24
191,03,24570,430 Coho Salmon,2024,08/08
53,03,24590,430 Coho Salmon,2024,08/16
1,04,24421,430 Coho Salmon,2005,06/29
1,04,24421,430 Coho Salmon,2005,07/02
2,04,24421,430 Coho Salmon,2005,07/04
